Name chr start end width strand leno
14954 ENSG00000181031.15 chr17 212389 386254 173866 - 173866
16470 ENSG00000187624.8 chr17 410327 431062 20736 + 20736
15523 ENSG00000183688.4 chr17 439978 445939 5962 - 5962
8059 ENSG00000141252.19 chr17 508668 721717 213050 - 213050
46679 ENSG00000262905.1 chr17 552566 553379 814 + 814
12139 ENSG00000167695.14 chr17 732412 742972 10561 + 10561
14647 ENSG00000179409.10 chr17 744414 752659 8246 - 8246
12140 ENSG00000167699.13 chr17 757097 783390 26294 - 26294
46545 ENSG00000262228.2 chr17 763565 765319 1755 - 1755
13139 ENSG00000171861.10 chr17 782452 792509 10058 + 10058
12138 ENSG00000167693.16 chr17 799313 979770 180458 - 180458
14247 ENSG00000177370.4 chr17 997117 1003517 6401 + 6401
10368 ENSG00000159842.14 chr17 1003672 1229021 225350 - 225350
15789 ENSG00000184811.3 chr17 1279663 1300987 21325 + 21325
3605 ENSG00000108953.16 chr17 1344272 1400378 56107 - 56107
12017 ENSG00000167193.7 chr17 1420689 1463162 42474 - 42474
46651 ENSG00000262777.1 chr17 1424473 1426484 2012 + 2012
17529 ENSG00000197879.14 chr17 1464098 1492812 28715 - 28715
6562 ENSG00000132376.19 chr17 1494571 1516888 22318 - 22318
33516 ENSG00000236618.2 chr17 1516931 1517093 163 + 163
13631 ENSG00000174238.14 chr17 1518097 1562816 44720 - 44720
12144 ENSG00000167703.14 chr17 1569267 1628840 59574 - 59574
1269 ENSG00000074660.15 chr17 1633858 1645747 11890 - 11890
12145 ENSG00000167705.11 chr17 1646145 1650077 3933 - 3933
13628 ENSG00000174231.16 chr17 1650629 1684725 34097 - 34097
15980 ENSG00000185561.9 chr17 1702790 1710438 7649 - 7649
16259 ENSG00000186594.14 chr17 1711493 1717174 5682 - 5682
12147 ENSG00000167716.18 chr17 1716523 1738599 22077 + 22077
12146 ENSG00000167711.13 chr17 1742836 1755268 12433 + 12433
6565 ENSG00000132386.10 chr17 1761959 1777574 15616 + 15616
16247 ENSG00000186532.11 chr17 1779485 1830634 51150 - 51150
6564 ENSG00000132383.11 chr17 1829702 1900082 70381 + 70381
3609 ENSG00000108963.17 chr17 2030110 2042604 12495 + 12495
46710 ENSG00000263050.1 chr17 2043475 2044968 1494 - 1494
14248 ENSG00000177374.12 chr17 2054154 2063241 9088 + 9088
1105 ENSG00000070366.13 chr17 2065073 2303703 238631 - 238631
12148 ENSG00000167720.12 chr17 2303383 2325260 21878 + 21878
12149 ENSG00000167721.10 chr17 2322503 2337497 14995 - 14995
8061 ENSG00000141258.12 chr17 2337508 2381058 43551 + 43551
46777 ENSG00000263345.1 chr17 2375061 2377746 2686 - 2686
1112 ENSG00000070444.14 chr17 2384060 2401118 17059 - 17059
5940 ENSG00000127804.12 chr17 2405562 2511891 106330 - 106330
170 ENSG00000007168.12 chr17 2593210 2685615 92406 + 92406
54431 ENSG00000279432.1 chr17 2639297 2642418 3122 + 3122
35193 ENSG00000239884.3 chr17 2681131 2681236 106 + 106
51245 ENSG00000272911.1 chr17 2688473 2688960 488 + 488
6561 ENSG00000132361.16 chr17 2689386 2712481 23096 - 23096
6560 ENSG00000132359.14 chr17 2755705 3037739 282035 + 282035
12150 ENSG00000167723.14 chr17 3510502 3557995 47494 - 47494
17166 ENSG00000196689.11 chr17 3565444 3597098 31655 - 31655
17385 ENSG00000197417.7 chr17 3608262 3636322 28061 - 28061
568 ENSG00000040531.14 chr17 3636468 3661542 25075 + 25075
46677 ENSG00000262903.1 chr17 3655621 3658004 2384 - 2384
22510 ENSG00000213977.7 chr17 3662896 3668682 5787 - 5787
5938 ENSG00000127774.6 chr17 3668815 3669668 854 + 854
1593 ENSG00000083454.21 chr17 3672199 3696404 24206 - 24206
1594 ENSG00000083457.11 chr17 3714628 3801243 86616 - 86616
46637 ENSG00000262692.1 chr17 3721628 3722488 861 + 861
14300 ENSG00000177602.5 chr17 3723903 3726699 2797 + 2797
1259 ENSG00000074356.16 chr17 3802165 3846251 44087 - 44087
56 ENSG00000004660.14 chr17 3860315 3893044 32730 - 32730
3515 ENSG00000108405.3 chr17 3896592 3916500 19909 - 19909
1260 ENSG00000074370.17 chr17 3923870 3964464 40595 - 40595
1273 ENSG00000074755.14 chr17 4004445 4143020 138576 - 138576
12152 ENSG00000167740.9 chr17 4143168 4187310 44143 + 44143
16024 ENSG00000185722.16 chr17 4163907 4263977 100071 - 100071
6566 ENSG00000132388.12 chr17 4269259 4366628 97370 - 97370
15246 ENSG00000182557.7 chr17 4433688 4488208 54521 + 54521
46659 ENSG00000262823.1 chr17 4481966 4486353 4388 - 4388
15353 ENSG00000183018.8 chr17 4498838 4538896 40059 + 40059
6563 ENSG00000132382.14 chr17 4539036 4555631 16596 - 16596
10621 ENSG00000161905.12 chr17 4630902 4642294 11393 - 11393
8096 ENSG00000141456.14 chr17 4669774 4704229 34456 - 34456
8099 ENSG00000141480.17 chr17 4710489 4721499 11011 + 11011
10625 ENSG00000161920.9 chr17 4731428 4733525 2098 + 2098
10626 ENSG00000161921.14 chr17 4733611 4739922 6312 - 6312
8101 ENSG00000141497.13 chr17 4740015 4746119 6105 + 6105
15312 ENSG00000182853.11 chr17 4785285 4786433 1149 - 1149
55071 ENSG00000280254.1 chr17 4787057 4789162 2106 + 2106
15192 ENSG00000182327.7 chr17 4789226 4790390 1165 + 1165
8217 ENSG00000142507.9 chr17 4796144 4798503 2360 + 2360
6108 ENSG00000129219.13 chr17 4807096 4823434 16339 + 16339
8103 ENSG00000141503.15 chr17 4833388 4897773 64386 + 64386
3541 ENSG00000108556.7 chr17 4898062 4903074 5013 - 5013
20199 ENSG00000205710.3 chr17 4899418 4902932 3515 + 3515
15904 ENSG00000185245.7 chr17 4932297 4935030 2734 + 2734
3539 ENSG00000108528.13 chr17 4937130 4940007 2878 - 2878
3538 ENSG00000108523.15 chr17 4940252 4945222 4971 + 4971
3537 ENSG00000108518.7 chr17 4945652 4949061 3410 - 3410
3535 ENSG00000108515.17 chr17 4948092 4957131 9040 + 9040
1936 ENSG00000091640.7 chr17 4959226 4967872 8647 - 8647
3532 ENSG00000108509.20 chr17 4967992 4987652 19661 - 19661
46634 ENSG00000262678.1 chr17 4986466 4986953 488 + 488
17059 ENSG00000196388.8 chr17 4988226 4997610 9385 - 9385
6114 ENSG00000129250.11 chr17 4997948 5028401 30454 + 30454
27328 ENSG00000227495.1 chr17 5019214 5020093 880 - 880
14896 ENSG00000180787.5 chr17 5078248 5096374 18127 + 18127
12183 ENSG00000167840.13 chr17 5105541 5123116 17576 - 17576
31960 ENSG00000234327.7 chr17 5111468 5115004 3537 + 3537
6106 ENSG00000129204.16 chr17 5116438 5175034 58597 + 58597
14865 ENSG00000180626.9 chr17 5179536 5191883 12348 - 12348
46459 ENSG00000261879.5 chr17 5192084 5248069 55986 + 55986
10627 ENSG00000161929.14 chr17 5208961 5234860 25900 - 25900
480 ENSG00000029725.16 chr17 5282265 5385812 103548 + 103548
3543 ENSG00000108559.11 chr17 5360963 5419640 58678 - 58678
6105 ENSG00000129197.14 chr17 5420161 5431293 11133 + 11133
46755 ENSG00000263272.1 chr17 5425139 5432541 7403 - 7403
3544 ENSG00000108561.8 chr17 5432877 5448808 15932 - 15932
81 ENSG00000005100.12 chr17 5440912 5469060 28149 - 28149
1208 ENSG00000072849.10 chr17 5471251 5486811 15561 - 15561
12184 ENSG00000167842.15 chr17 5486285 5490814 4530 + 4530
1934 ENSG00000091592.15 chr17 5499427 5619424 119998 - 119998
55583 ENSG00000282980.1 chr17 5512040 5512537 498 - 498
6104 ENSG00000129195.15 chr17 6444415 6451263 6849 + 6849
1935 ENSG00000091622.15 chr17 6451470 6556494 105025 - 105025
17917 ENSG00000198920.9 chr17 6578148 6640757 62610 - 62610
6111 ENSG00000129235.10 chr17 6640928 6643314 2387 + 2387
3550 ENSG00000108590.10 chr17 6644542 6651634 7093 - 7093
43163 ENSG00000256806.5 chr17 6651718 6684712 32995 + 32995
51811 ENSG00000274114.2 chr17 6657034 6693577 36544 + 36544
6595 ENSG00000132530.16 chr17 6755448 6771928 16481 + 16481
46683 ENSG00000262943.7 chr17 6853861 6954097 100237 + 100237
22916 ENSG00000215067.9 chr17 6876635 7012349 135715 - 135715
46502 ENSG00000262089.1 chr17 6994642 6995189 548 - 548
3590 ENSG00000108839.11 chr17 6996065 7010736 14672 + 14672
23538 ENSG00000219200.11 chr17 7012417 7014494 2078 + 2078
43864 ENSG00000258315.5 chr17 7014533 7015817 1285 + 1285
48780 ENSG00000267532.5 chr17 7015876 7019659 3784 - 3784
13642 ENSG00000174327.6 chr17 7036075 7040121 4047 + 4047
13641 ENSG00000174326.11 chr17 7041630 7043923 2294 - 2294
6591 ENSG00000132514.13 chr17 7074537 7080307 5771 - 5771
10629 ENSG00000161944.16 chr17 7101322 7115700 14379 - 14379
22454 ENSG00000213876.4 chr17 7140930 7141592 663 + 663
8105 ENSG00000141505.11 chr17 7173431 7179564 6134 - 6134
6596 ENSG00000132535.18 chr17 7189890 7219702 29813 - 29813
54736 ENSG00000279812.1 chr17 7192295 7192448 154 - 154
1202 ENSG00000072778.19 chr17 7217716 7225273 7558 + 7558
17970 ENSG00000199053.3 chr17 7223297 7223379 83 - 83
73 ENSG00000004975.11 chr17 7225341 7234545 9205 - 9205
570 ENSG00000040633.12 chr17 7235028 7239722 4695 - 4695
12761 ENSG00000170296.9 chr17 7240014 7242199 2186 - 2186
54593 ENSG00000279641.1 chr17 7242771 7243590 820 + 820
13933 ENSG00000175826.11 chr17 7243815 7252023 8209 - 8209
12759 ENSG00000170291.14 chr17 7252082 7259902 7821 + 7821
15091 ENSG00000181885.18 chr17 7259941 7263983 4043 - 4043
15088 ENSG00000181856.14 chr17 7281667 7288251 6585 + 6585
6589 ENSG00000132507.17 chr17 7306999 7312463 5465 + 5465
6594 ENSG00000132522.15 chr17 7311324 7315564 4241 - 4241
22908 ENSG00000215041.9 chr17 7315628 7329393 13766 - 13766
1205 ENSG00000072818.11 chr17 7336529 7351478 14950 + 14950
22442 ENSG00000213859.4 chr17 7351889 7354669 2781 + 2781
13637 ENSG00000174292.12 chr17 7380534 7389726 9193 + 9193
16532 ENSG00000187838.16 chr17 7389775 7394843 5069 - 5069
20153 ENSG00000205544.3 chr17 7402975 7404137 1163 - 1163
12697 ENSG00000169992.9 chr17 7404874 7419860 14987 + 14987
14993 ENSG00000181284.2 chr17 7435443 7437679 2237 + 2237
10632 ENSG00000161958.10 chr17 7438273 7444937 6665 + 6665
12732 ENSG00000170175.10 chr17 7445061 7457707 12647 + 12647
13636 ENSG00000174282.11 chr17 7459366 7484263 24898 - 24898
14984 ENSG00000181222.15 chr17 7484366 7514616 30251 + 30251
35122 ENSG00000239697.10 chr17 7548891 7557819 8929 + 8929
10630 ENSG00000161955.16 chr17 7558292 7561608 3317 + 3317
10631 ENSG00000161956.12 chr17 7561875 7571969 10095 + 10095
10633 ENSG00000161960.14 chr17 7572706 7579005 6300 + 6300
21326 ENSG00000209582.1 chr17 7574713 7574847 135 + 135
34839 ENSG00000238917.1 chr17 7576811 7576952 142 + 142
6110 ENSG00000129226.13 chr17 7579467 7581963 2497 + 2497
31200 ENSG00000233223.2 chr17 7582114 7583518 1405 - 1405
6115 ENSG00000129255.15 chr17 7583529 7592693 9165 + 9165
6103 ENSG00000129194.7 chr17 7588193 7590170 1978 - 1978
6113 ENSG00000129245.11 chr17 7591230 7614871 23642 - 23642
8104 ENSG00000141504.11 chr17 7626234 7627876 1643 - 1643
6112 ENSG00000129244.8 chr17 7646627 7657768 11142 + 11142
8107 ENSG00000141510.16 chr17 7661779 7677434 15656 - 15656
46550 ENSG00000262251.1 chr17 7685260 7686300 1041 - 1041
8102 ENSG00000141499.16 chr17 7686372 7703502 17131 + 17131
6590 ENSG00000132510.10 chr17 7839904 7854796 14893 + 14893
12191 ENSG00000167874.6 chr17 7855065 7856099 1035 + 1035
15352 ENSG00000183011.13 chr17 7856685 7885238 28554 - 28554
15170 ENSG00000182224.11 chr17 7857892 7858631 740 + 740
54904 ENSG00000280046.1 chr17 7858943 7866083 7141 + 7141
12699 ENSG00000170004.16 chr17 7884806 7912760 27955 + 27955
14718 ENSG00000179859.9 chr17 7913324 7916276 2953 - 2953
12708 ENSG00000170049.9 chr17 7921859 7929803 7945 - 7945
12706 ENSG00000170043.11 chr17 7930345 7932100 1756 - 1756
12705 ENSG00000170037.13 chr17 7932124 7949578 17455 + 17455
6593 ENSG00000132518.6 chr17 8002594 8020339 17746 + 17746
14676 ENSG00000179593.15 chr17 8039017 8049134 10118 + 10118
22885 ENSG00000214999.3 chr17 8079942 8081565 1624 + 1624
14585 ENSG00000179094.15 chr17 8140472 8156506 16035 - 16035
56073 ENSG00000284117.1 chr17 8144994 8145071 78 - 78
23666 ENSG00000220205.8 chr17 8159149 8163546 4398 - 4398
14566 ENSG00000179029.14 chr17 8173237 8176399 3163 - 3163
48295 ENSG00000266824.1 chr17 8176812 8182812 6001 + 6001
17116 ENSG00000196544.7 chr17 8188333 8190907 2575 - 2575
14559 ENSG00000178999.12 chr17 8204733 8210598 5866 - 5866
14553 ENSG00000178977.3 chr17 8220642 8224043 3402 - 3402
14551 ENSG00000178971.13 chr17 8224821 8248044 23224 - 23224
14540 ENSG00000178921.13 chr17 8247618 8270491 22874 + 22874
5638 ENSG00000125434.10 chr17 8287763 8295343 7581 - 7581
3608 ENSG00000108961.13 chr17 8289644 8290058 415 + 415
17873 ENSG00000198844.10 chr17 8310241 8322516 12276 + 12276
47819 ENSG00000265749.5 chr17 8365563 8381328 15766 + 15766
15752 ENSG00000184619.3 chr17 8368637 8376711 8075 - 8075
10634 ENSG00000161970.12 chr17 8377520 8383213 5694 - 5694
11869 ENSG00000166579.15 chr17 8413131 8490339 77209 + 77209
6684 ENSG00000133026.12 chr17 8474205 8630761 156557 - 156557
15881 ENSG00000185156.5 chr17 8797162 8799349 2188 - 2188
52787 ENSG00000276231.4 chr17 8802723 8867677 64955 - 64955
8106 ENSG00000141506.13 chr17 8878911 8965712 86802 - 86802
48100 ENSG00000266389.1 chr17 8965896 8967070 1175 + 1175
47922 ENSG00000265975.1 chr17 8967523 8976995 9473 + 9473
919 ENSG00000065320.8 chr17 9021542 9244000 222459 + 222459
12763 ENSG00000170310.14 chr17 9250471 9576591 326121 - 326121
50693 ENSG00000271851.1 chr17 9553323 9555696 2374 - 2374
9797 ENSG00000154914.16 chr17 9644698 9729691 84994 + 84994
3613 ENSG00000109047.7 chr17 9896320 9905621 9302 - 9302
175 ENSG00000007237.18 chr17 9910609 10198551 287943 - 287943
3614 ENSG00000109061.9 chr17 10492307 10518543 26237 - 26237
5636 ENSG00000125414.18 chr17 10521148 10549957 28810 - 28810
3616 ENSG00000109063.14 chr17 10628527 10657309 28783 - 28783
6686 ENSG00000133028.10 chr17 10672474 10698375 25902 - 25902
12740 ENSG00000170222.11 chr17 10697594 10711233 13640 + 13640
16529 ENSG00000187824.8 chr17 10699015 10730316 31302 - 31302
9803 ENSG00000154957.13 chr17 11977595 11997510 19916 - 19916
934 ENSG00000065559.14 chr17 12020824 12143830 123007 + 123007
46905 ENSG00000263648.1 chr17 12115547 12115885 339 + 339
156 ENSG00000006740.16 chr17 12789539 12991643 202105 + 202105
157 ENSG00000006744.18 chr17 12992391 13018187 25797 - 25797
33144 ENSG00000236088.9 chr17 13756478 14069495 313018 - 313018
8039 ENSG00000141028.6 chr17 14024514 14025488 975 + 975
152 ENSG00000006695.10 chr17 14069496 14208677 139182 + 139182
5637 ENSG00000125430.8 chr17 14301083 14349404 48322 + 48322
48247 ENSG00000266709.1 chr17 14303854 14305505 1652 + 1652
48096 ENSG00000266378.1 chr17 14327335 14329474 2140 + 2140
29626 ENSG00000230897.1 chr17 14705076 14705534 459 - 459
3624 ENSG00000109099.13 chr17 15229777 15265326 35550 - 35550
35127 ENSG00000239704.10 chr17 15436015 15475728 39714 - 39714
13792 ENSG00000175106.16 chr17 15502264 15563595 61332 - 61332
23975 ENSG00000221926.11 chr17 15627960 15684311 56352 - 56352
16464 ENSG00000187607.15 chr17 15699577 15720787 21211 + 21211
12793 ENSG00000170425.3 chr17 15944917 15975746 30830 + 30830
22866 ENSG00000214941.7 chr17 15976560 15993830 17271 - 17271
291 ENSG00000011295.15 chr17 15999380 16045015 45636 + 45636
8038 ENSG00000141027.20 chr17 16029157 16216091 186935 - 186935
27513 ENSG00000227782.2 chr17 16040495 16041273 779 + 779
3529 ENSG00000108474.16 chr17 16217209 16351797 134589 + 134589
11870 ENSG00000166582.9 chr17 16342534 16353499 10966 - 10966
12765 ENSG00000170315.13 chr17 16380798 16382745 1948 + 1948
16486 ENSG00000187688.14 chr17 16417562 16437003 19442 + 19442
13780 ENSG00000175061.17 chr17 16438822 16478678 39857 + 39857
48223 ENSG00000266651.1 chr17 16440479 16440952 474 - 474
15001 ENSG00000181350.11 chr17 16442029 16492153 50125 - 50125
8042 ENSG00000141040.14 chr17 16551387 16569206 17820 - 17820
17432 ENSG00000197566.9 chr17 16620737 16653856 33120 - 33120
12727 ENSG00000170160.17 chr17 16689537 16777881 88345 + 88345
16813 ENSG00000188933.14 chr17 16786489 16804455 17967 + 17967
6012 ENSG00000128438.10 chr17 16922915 16934839 11925 - 11925
35448 ENSG00000240505.8 chr17 16932783 16972118 39336 - 39336
6687 ENSG00000133030.20 chr17 17042545 17217679 175135 + 175135
53979 ENSG00000278864.1 chr17 17181504 17183257 1754 + 1754
14677 ENSG00000179598.5 chr17 17200995 17206315 5321 - 5321
9785 ENSG00000154803.12 chr17 17212212 17237182 24971 - 24971
8040 ENSG00000141030.12 chr17 17246820 17281293 34474 - 34474
20094 ENSG00000205309.13 chr17 17303335 17347663 44329 + 44329
22902 ENSG00000215030.5 chr17 17383377 17384012 636 - 636
8037 ENSG00000141026.5 chr17 17476986 17493226 16241 + 16241
3540 ENSG00000108551.4 chr17 17494437 17496395 1959 - 1959
6685 ENSG00000133027.17 chr17 17505563 17591708 86146 - 86146
47721 ENSG00000265511.1 chr17 17507351 17508308 958 + 958
3542 ENSG00000108557.18 chr17 17681473 17811011 129539 + 129539
1186 ENSG00000072310.16 chr17 17811454 17837002 25549 - 25549
13900 ENSG00000175662.17 chr17 17843511 17972422 128912 - 128912
17510 ENSG00000197815.4 chr17 17858227 17860041 1815 + 1815
13165 ENSG00000171962.17 chr17 17972813 18016889 44077 + 44077
13161 ENSG00000171953.15 chr17 17977409 18039209 61801 - 61801
55027 ENSG00000280198.1 chr17 18026072 18026771 700 - 700
8041 ENSG00000141034.9 chr17 18039292 18068404 29113 + 29113
3551 ENSG00000108591.9 chr17 18087886 18107333 19448 + 19448
1931 ENSG00000091536.16 chr17 18118582 18179802 61221 + 61221
1932 ENSG00000091542.8 chr17 18183078 18209954 26877 + 26877
6501 ENSG00000131899.10 chr17 18225587 18244835 19249 + 19249
14332 ENSG00000177731.15 chr17 18244876 18258916 14041 - 14041
14260 ENSG00000177427.12 chr17 18260534 18266552 6019 + 6019
14232 ENSG00000177302.14 chr17 18271428 18315007 43580 - 43580
14172 ENSG00000176994.10 chr17 18315310 18327859 12550 + 12550
14166 ENSG00000176974.19 chr17 18328056 18363563 35508 - 35508
13152 ENSG00000171916.16 chr17 18476737 18494945 18209 + 18209
31267 ENSG00000233327.10 chr17 18511262 18523295 12034 - 12034
51299 ENSG00000273018.5 chr17 18521125 18534062 12938 - 12938
9794 ENSG00000154874.15 chr17 18537800 18625608 87809 - 87809
13768 ENSG00000174977.8 chr17 18650195 18651542 1348 + 1348
38232 ENSG00000249459.8 chr17 18658429 18682259 23831 - 23831
3524 ENSG00000108448.20 chr17 18697998 18736118 38121 + 38121
13153 ENSG00000171928.13 chr17 18780995 18806714 25720 + 25720
8051 ENSG00000141127.14 chr17 18856299 18931287 74989 + 74989
9688 ENSG00000154025.15 chr17 18950345 19022595 72251 + 72251
16701 ENSG00000188522.14 chr17 18968789 19004804 36016 - 36016
9687 ENSG00000154016.13 chr17 19024215 19047637 23423 - 23423
47029 ENSG00000263934.4 chr17 19188016 19188714 699 + 699
1178 ENSG00000072134.15 chr17 19215615 19336715 121101 + 121101
3558 ENSG00000108641.14 chr17 19337554 19378182 40629 - 40629
11845 ENSG00000166484.19 chr17 19377721 19383441 5721 + 5721
11843 ENSG00000166482.11 chr17 19383545 19387240 3696 - 3696
6014 ENSG00000128482.15 chr17 19411125 19417276 6152 + 6152
16915 ENSG00000189343.7 chr17 19445970 19446852 883 - 883
8216 ENSG00000142494.13 chr17 19495385 19579034 83650 + 83650
1184 ENSG00000072210.18 chr17 19648136 19677598 29463 + 29463
1589 ENSG00000083290.19 chr17 19770830 19867936 97107 - 97107
49655 ENSG00000270091.1 chr17 19896590 19897287 698 - 698
3553 ENSG00000108599.14 chr17 19904302 19978343 74042 - 74042
6015 ENSG00000128487.16 chr17 20009344 20319026 309683 + 309683
12762 ENSG00000170298.15 chr17 20449395 20467539 18145 - 18145
26971 ENSG00000226981.2 chr17 20814620 20844257 29638 + 29638
5512 ENSG00000124422.11 chr17 20999593 21043760 44168 - 44168
3611 ENSG00000109016.17 chr17 21123364 21193265 69902 + 69902
14437 ENSG00000178307.9 chr17 21197280 21214624 17345 - 17345
32779 ENSG00000235530.6 chr17 21218089 21230035 11947 + 11947
51837 ENSG00000274180.1 chr17 21238870 21253410 14541 - 14541
508 ENSG00000034152.18 chr17 21284672 21315240 30569 + 30569
21962 ENSG00000212719.10 chr17 21524790 21551680 26891 - 26891
46861 ENSG00000263563.5 chr17 22202995 22205154 2160 + 2160
3612 ENSG00000109046.14 chr17 27294076 27315926 21851 + 21851
8044 ENSG00000141068.13 chr17 27456714 27625888 169175 + 169175
12456 ENSG00000168961.16 chr17 27629798 27649560 19763 + 19763
30953 ENSG00000232859.9 chr17 27878314 27893383 15070 - 15070
1721 ENSG00000087095.12 chr17 28041737 28196381 154645 + 154645
34175 ENSG00000237575.4 chr17 28226563 28228065 1503 + 1503
